z,p,limit,cascades,verlauf
8,0.21999999999999995,7,46,"[30, 44, 46, 46]"
8,0.21999999999999995,8,41,"[30, 41, 41]"
8,0.21999999999999995,9,40,"[30, 38, 39, 40, 40]"
8,0.22999999999999995,1,38,"[30, 38, 38]"
8,0.22999999999999995,2,46,"[30, 44, 46, 46]"
8,0.22999999999999995,3,41,"[30, 41, 41]"
8,0.22999999999999995,4,38,"[30, 38, 38]"
8,0.22999999999999995,5,39,"[30, 39, 39]"
8,0.22999999999999995,6,46,"[30, 44, 46, 46]"
8,0.22999999999999995,7,41,"[30, 41, 41]"
8,0.22999999999999995,8,38,"[30, 38, 38]"
8,0.22999999999999995,9,39,"[30, 39, 39]"
8,0.23999999999999994,1,46,"[30, 44, 46, 46]"
8,0.23999999999999994,2,41,"[30, 41, 41]"
8,0.23999999999999994,3,38,"[30, 38, 38]"
8,0.23999999999999994,4,39,"[30, 39, 39]"
8,0.23999999999999994,5,46,"[30, 44, 46, 46]"
8,0.23999999999999994,6,41,"[30, 41, 41]"
8,0.23999999999999994,7,38,"[30, 38, 38]"
8,0.23999999999999994,8,39,"[30, 39, 39]"
8,0.23999999999999994,9,46,"[30, 44, 46, 46]"
8,0.24999999999999992,1,41,"[30, 41, 41]"
8,0.24999999999999992,2,38,"[30, 38, 38]"
8,0.24999999999999992,3,39,"[30, 39, 39]"
8,0.24999999999999992,4,46,"[30, 44, 46, 46]"
8,0.24999999999999992,5,41,"[30, 41, 41]"
8,0.24999999999999992,6,38,"[30, 38, 38]"
8,0.24999999999999992,7,39,"[30, 39, 39]"
8,0.24999999999999992,8,46,"[30, 44, 46, 46]"
8,0.24999999999999992,9,41,"[30, 41, 41]"
9,0.1,1,9982,"[30, 87, 190, 386, 777, 1571, 3155, 6210, 9616, 9978, 9982, 9982]"
9,0.1,2,9997,"[30, 108, 316, 925, 2741, 7469, 9967, 9997, 9997]"
9,0.1,3,9998,"[30, 134, 461, 1676, 6016, 9928, 9998, 9998]"
9,0.1,4,10000,"[30, 116, 398, 1612, 6504, 9977, 10000, 10000]"
9,0.1,5,9996,"[30, 159, 669, 3187, 9232, 9996, 9996]"
9,0.1,6,9999,"[30, 163, 694, 3500, 9450, 9999, 9999]"
9,0.1,7,9999,"[30, 169, 678, 3380, 9427, 9999, 9999]"
9,0.1,8,10000,"[30, 120, 431, 2031, 8033, 9996, 10000, 10000]"
9,0.1,9,9996,"[30, 169, 752, 3937, 9642, 9996, 9996]"
9,0.11,1,9984,"[30, 84, 185, 379, 766, 1539, 3083, 6072, 9550, 9981, 9984, 9984]"
9,0.11,2,9999,"[30, 113, 325, 934, 2757, 7490, 9970, 9999, 9999]"
9,0.11,3,10000,"[30, 111, 358, 1261, 4692, 9731, 9999, 10000, 10000]"
9,0.11,4,9996,"[30, 149, 598, 2606, 8542, 9994, 9996, 9996]"
9,0.11,5,9999,"[30, 156, 645, 3101, 9179, 9998, 9999, 9999]"
9,0.11,6,9999,"[30, 167, 661, 3235, 9312, 9999, 9999]"
9,0.11,7,10000,"[30, 120, 430, 1992, 7923, 9996, 10000, 10000]"
9,0.11,8,9996,"[30, 168, 746, 3873, 9620, 9996, 9996]"
9,0.11,9,9999,"[30, 169, 743, 3899, 9646, 9999, 9999]"
9,0.12,1,9991,"[30, 86, 183, 357, 685, 1349, 2702, 5350, 9200, 9975, 9991, 9991]"
9,0.12,2,9998,"[30, 91, 208, 462, 1230, 3578, 8730, 9990, 9998, 9998]"
9,0.12,3,9996,"[30, 117, 336, 1013, 3677, 9270, 9994, 9996, 9996]"
9,0.12,4,9998,"[30, 119, 337, 1138, 4698, 9789, 9998, 9998]"
9,0.12,5,9999,"[30, 129, 374, 1351, 5819, 9940, 9999, 9999]"
9,0.12,6,10000,"[30, 99, 256, 745, 3374, 9396, 10000, 10000]"
9,0.12,7,9996,"[30, 132, 403, 1590, 6854, 9972, 9996, 9996]"
9,0.12,8,9999,"[30, 122, 359, 1358, 6218, 9953, 9999, 9999]"
9,0.12,9,9999,"[30, 130, 381, 1454, 6476, 9971, 9999, 9999]"
9,0.13,1,9989,"[30, 65, 106, 149, 208, 300, 464, 826, 1610, 3215, 6321, 9680, 9988, 9989, 9989]"
9,0.13,2,9996,"[30, 88, 176, 312, 620, 1611, 4622, 9497, 9994, 9996, 9996]"
9,0.13,3,9998,"[30, 92, 181, 345, 818, 2760, 8305, 9987, 9998, 9998]"
9,0.13,4,9999,"[30, 96, 196, 394, 1091, 4338, 9677, 9999, 9999]"
9,0.13,5,10000,"[30, 76, 139, 216, 388, 934, 3864, 9583, 9999, 10000, 10000]"
9,0.13,6,9996,"[30, 102, 214, 440, 1317, 5741, 9931, 9996, 9996]"
9,0.13,7,9999,"[30, 92, 182, 357, 928, 4159, 9690, 9999, 9999]"
9,0.13,8,9999,"[30, 96, 196, 400, 1181, 5378, 9909, 9999, 9999]"
9,0.13,9,10000,"[30, 76, 139, 216, 388, 943, 4202, 9739, 10000, 10000]"
9,0.13999999999999999,1,9988,"[30, 75, 135, 208, 306, 491, 890, 1745, 3480, 6806, 9790, 9988, 9988]"
9,0.13999999999999999,2,9997,"[30, 88, 161, 277, 531, 1289, 3673, 8809, 9992, 9997, 9997]"
9,0.13999999999999999,3,9999,"[30, 95, 189, 365, 859, 2861, 8426, 9991, 9999, 9999]"
9,0.13999999999999999,4,10000,"[30, 76, 135, 200, 336, 677, 2300, 7935, 9990, 10000, 10000]"
9,0.13999999999999999,5,9996,"[30, 101, 208, 417, 1151, 4833, 9825, 9995, 9996, 9996]"
9,0.13999999999999999,6,9999,"[30, 92, 179, 337, 808, 3351, 9324, 9999, 9999]"
9,0.13999999999999999,7,9999,"[30, 95, 191, 378, 982, 4303, 9747, 9999, 9999]"
9,0.13999999999999999,8,10000,"[30, 76, 135, 201, 339, 691, 2637, 8764, 9998, 10000, 10000]"
9,0.13999999999999999,9,9996,"[30, 101, 208, 419, 1176, 5287, 9894, 9996, 9996]"
9,0.14999999999999997,1,171,"[30, 56, 81, 91, 100, 111, 120, 128, 137, 144, 149, 150, 152, 155, 157, 160, 163, 167, 170, 171, 171]"
9,0.14999999999999997,2,9998,"[30, 66, 87, 101, 110, 116, 122, 125, 129, 133, 135, 136, 139, 144, 157, 171, 177, 181, 189, 200, 209, 215, 233, 258, 296, 354, 471, 788, 1913, 5351, 9765, 9998, 9998]"
9,0.14999999999999997,3,111,"[30, 54, 68, 74, 78, 84, 90, 93, 96, 100, 104, 109, 110, 111, 111]"
9,0.14999999999999997,4,9995,"[30, 71, 99, 120, 133, 147, 162, 182, 202, 229, 264, 332, 459, 865, 3000, 8843, 9991, 9995, 9995]"
9,0.14999999999999997,5,9999,"[30, 58, 86, 99, 108, 122, 139, 155, 172, 183, 197, 212, 230, 258, 304, 368, 502, 986, 3759, 9479, 9999, 9999]"
9,0.14999999999999997,6,9999,"[30, 67, 89, 105, 116, 124, 131, 135, 139, 143, 146, 149, 154, 168, 185, 195, 204, 215, 231, 254, 289, 360, 541, 1320, 5457, 9906, 9999, 9999]"
9,0.14999999999999997,7,111,"[30, 54, 68, 74, 78, 84, 90, 93, 96, 100, 104, 109, 110, 111, 111]"
9,0.14999999999999997,8,9996,"[30, 71, 99, 120, 133, 147, 162, 182, 202, 229, 264, 332, 459, 878, 3442, 9397, 9994, 9996, 9996]"
9,0.14999999999999997,9,9999,"[30, 58, 86, 99, 108, 122, 139, 155, 172, 183, 197, 212, 230, 258, 304, 368, 502, 1000, 4067, 9669, 9999, 9999]"
9,0.15999999999999998,1,91,"[30, 62, 76, 83, 88, 90, 91, 91]"
9,0.15999999999999998,2,97,"[30, 54, 68, 74, 78, 83, 87, 89, 91, 94, 95, 97, 97]"
9,0.15999999999999998,3,119,"[30, 70, 94, 107, 112, 116, 119, 119]"
9,0.15999999999999998,4,147,"[30, 56, 81, 93, 100, 108, 115, 122, 132, 144, 146, 147, 147]"
9,0.15999999999999998,5,102,"[30, 66, 83, 91, 98, 100, 101, 102, 102]"
9,0.15999999999999998,6,97,"[30, 54, 68, 74, 78, 83, 87, 89, 91, 94, 95, 97, 97]"
9,0.15999999999999998,7,119,"[30, 70, 94, 107, 112, 116, 119, 119]"
9,0.15999999999999998,8,147,"[30, 56, 81, 93, 100, 108, 115, 122, 132, 144, 146, 147, 147]"
9,0.15999999999999998,9,102,"[30, 66, 83, 91, 98, 100, 101, 102, 102]"
9,0.16999999999999998,1,46,"[30, 45, 46, 46]"
9,0.16999999999999998,2,51,"[30, 48, 50, 51, 51]"
9,0.16999999999999998,3,45,"[30, 41, 45, 45]"
9,0.16999999999999998,4,52,"[30, 46, 50, 51, 52, 52]"
9,0.16999999999999998,5,46,"[30, 45, 46, 46]"
9,0.16999999999999998,6,51,"[30, 48, 50, 51, 51]"
9,0.16999999999999998,7,45,"[30, 41, 45, 45]"
9,0.16999999999999998,8,52,"[30, 46, 50, 51, 52, 52]"
9,0.16999999999999998,9,46,"[30, 45, 46, 46]"
9,0.17999999999999997,1,51,"[30, 48, 50, 51, 51]"
9,0.17999999999999997,2,45,"[30, 41, 45, 45]"
9,0.17999999999999997,3,52,"[30, 46, 50, 51, 52, 52]"
9,0.17999999999999997,4,46,"[30, 45, 46, 46]"
9,0.17999999999999997,5,51,"[30, 48, 50, 51, 51]"
9,0.17999999999999997,6,45,"[30, 41, 45, 45]"
9,0.17999999999999997,7,52,"[30, 46, 50, 51, 52, 52]"
9,0.17999999999999997,8,46,"[30, 45, 46, 46]"
9,0.17999999999999997,9,51,"[30, 48, 50, 51, 51]"
9,0.18999999999999995,1,45,"[30, 41, 45, 45]"
9,0.18999999999999995,2,51,"[30, 45, 49, 50, 51, 51]"
9,0.18999999999999995,3,46,"[30, 45, 46, 46]"
9,0.18999999999999995,4,51,"[30, 48, 50, 51, 51]"
9,0.18999999999999995,5,45,"[30, 41, 45, 45]"
9,0.18999999999999995,6,51,"[30, 45, 49, 50, 51, 51]"
9,0.18999999999999995,7,46,"[30, 45, 46, 46]"
9,0.18999999999999995,8,51,"[30, 48, 50, 51, 51]"
9,0.18999999999999995,9,45,"[30, 41, 45, 45]"
9,0.19999999999999996,1,47,"[30, 44, 47, 47]"
9,0.19999999999999996,2,46,"[30, 45, 46, 46]"
9,0.19999999999999996,3,51,"[30, 48, 50, 51, 51]"
9,0.19999999999999996,4,45,"[30, 41, 45, 45]"
9,0.19999999999999996,5,51,"[30, 45, 49, 50, 51, 51]"
9,0.19999999999999996,6,46,"[30, 45, 46, 46]"
9,0.19999999999999996,7,51,"[30, 48, 50, 51, 51]"
9,0.19999999999999996,8,45,"[30, 41, 45, 45]"
9,0.19999999999999996,9,51,"[30, 45, 49, 50, 51, 51]"
9,0.20999999999999996,1,37,"[30, 37, 37]"
9,0.20999999999999996,2,36,"[30, 36, 36]"
9,0.20999999999999996,3,40,"[30, 39, 40, 40]"
9,0.20999999999999996,4,40,"[30, 38, 40, 40]"
9,0.20999999999999996,5,37,"[30, 37, 37]"
9,0.20999999999999996,6,36,"[30, 36, 36]"
9,0.20999999999999996,7,40,"[30, 39, 40, 40]"
9,0.20999999999999996,8,40,"[30, 38, 40, 40]"
9,0.20999999999999996,9,37,"[30, 37, 37]"
9,0.21999999999999995,1,36,"[30, 36, 36]"
9,0.21999999999999995,2,40,"[30, 39, 40, 40]"
9,0.21999999999999995,3,40,"[30, 38, 40, 40]"
9,0.21999999999999995,4,37,"[30, 37, 37]"
9,0.21999999999999995,5,36,"[30, 36, 36]"
9,0.21999999999999995,6,40,"[30, 39, 40, 40]"
9,0.21999999999999995,7,40,"[30, 38, 40, 40]"
9,0.21999999999999995,8,37,"[30, 37, 37]"
9,0.21999999999999995,9,36,"[30, 36, 36]"
9,0.22999999999999995,1,38,"[30, 38, 38]"
9,0.22999999999999995,2,40,"[30, 38, 40, 40]"
9,0.22999999999999995,3,37,"[30, 37, 37]"
9,0.22999999999999995,4,36,"[30, 36, 36]"
9,0.22999999999999995,5,38,"[30, 38, 38]"
9,0.22999999999999995,6,40,"[30, 38, 40, 40]"
9,0.22999999999999995,7,37,"[30, 37, 37]"
9,0.22999999999999995,8,36,"[30, 36, 36]"
9,0.22999999999999995,9,38,"[30, 38, 38]"
9,0.23999999999999994,1,40,"[30, 38, 40, 40]"
9,0.23999999999999994,2,37,"[30, 37, 37]"
9,0.23999999999999994,3,36,"[30, 36, 36]"
9,0.23999999999999994,4,38,"[30, 38, 38]"
9,0.23999999999999994,5,40,"[30, 38, 40, 40]"
9,0.23999999999999994,6,37,"[30, 37, 37]"
9,0.23999999999999994,7,36,"[30, 36, 36]"
9,0.23999999999999994,8,38,"[30, 38, 38]"
9,0.23999999999999994,9,40,"[30, 38, 40, 40]"
9,0.24999999999999992,1,37,"[30, 37, 37]"
9,0.24999999999999992,2,36,"[30, 36, 36]"
9,0.24999999999999992,3,38,"[30, 38, 38]"
9,0.24999999999999992,4,40,"[30, 38, 40, 40]"
9,0.24999999999999992,5,37,"[30, 37, 37]"
9,0.24999999999999992,6,36,"[30, 36, 36]"
9,0.24999999999999992,7,38,"[30, 38, 38]"
9,0.24999999999999992,8,40,"[30, 38, 40, 40]"
9,0.24999999999999992,9,37,"[30, 37, 37]"
